"","Factor1","Factor2","Factor3","Factor4","Factor5","filename","microregister","macroregister","mode"
"comments2015.27535617_MAT.txt",-0.920773248264245,-0.613492995246782,2.29731768522269,-0.210819544395753,-0.186418144523134,"comments2015.27535617_MAT.txt","online comments","online comments","written"
"comments2015.27608744_MAT.txt",-1.04578060691944,-0.0111658830648135,1.33314891915106,-0.204134310967477,-0.0549574146931695,"comments2015.27608744_MAT.txt","online comments","online comments","written"
"comments2015.27695104_MAT.txt",-1.21324966569927,-0.292839183422759,0.919685592505091,-0.573850169717014,-0.732825381525097,"comments2015.27695104_MAT.txt","online comments","online comments","written"
"comments2015.27743898_MAT.txt",-0.831182278146796,0.942975448071479,0.545026177377004,-0.44300659542766,-0.846937746376719,"comments2015.27743898_MAT.txt","online comments","online comments","written"
"comments2015.27910650_MAT.txt",-0.699182745048321,-0.178365532956149,1.88744949964131,0.60536201051245,-0.406575838828923,"comments2015.27910650_MAT.txt","online comments","online comments","written"
"comments2016.28439365_MAT.txt",-0.548805077770729,-0.692999687915568,1.99838716681612,0.0955924617710104,-0.545725845718513,"comments2016.28439365_MAT.txt","online comments","online comments","written"
"comments2016.28746460_MAT.txt",-0.984460541026433,0.811888655926035,0.483829519098538,-1.13160571075408,-0.204278453420179,"comments2016.28746460_MAT.txt","online comments","online comments","written"
"comments2016.28814433_MAT.txt",-0.7657643891311,0.571860764284863,0.79698821928111,-0.0440715479880602,-0.0545297737719165,"comments2016.28814433_MAT.txt","online comments","online comments","written"
"comments2016.29030490_MAT.txt",-0.712357556792961,0.263666471526534,1.3091233004768,-0.304464564386293,-0.436706773668982,"comments2016.29030490_MAT.txt","online comments","online comments","written"
"comments2016.29282579_MAT.txt",-0.598881878665931,1.33788991935433,0.709103063835443,-0.0990369542197465,-0.513712426761377,"comments2016.29282579_MAT.txt","online comments","online comments","written"
"comments2016.29295022_MAT.txt",-0.883849661729691,0.463729642720488,1.43152004955888,-0.604456916573298,-0.103162476949304,"comments2016.29295022_MAT.txt","online comments","online comments","written"
"comments2016.29494028_MAT.txt",-0.36408119596689,0.988258172915865,1.48647105694328,0.422686113285329,0.82823539723725,"comments2016.29494028_MAT.txt","online comments","online comments","written"
"comments2016.29661863_MAT.txt",-0.816371960386957,-0.235391352989647,1.46638982391202,-0.606576680706214,-0.108062049800362,"comments2016.29661863_MAT.txt","online comments","online comments","written"
"comments2016.30273090_MAT.txt",-0.635037687164199,0.375086109415447,0.958700045327281,0.262830134852317,-0.534573487666599,"comments2016.30273090_MAT.txt","online comments","online comments","written"
"comments2016.30726665_MAT.txt",-0.466388196416934,1.00731664811007,0.880203521490008,-0.402766335792363,0.101515996283956,"comments2016.30726665_MAT.txt","online comments","online comments","written"
"comments2016.31520824_MAT.txt",-0.681868153702358,0.38227920496262,0.938015560495901,-0.298537110828542,-0.133618046951284,"comments2016.31520824_MAT.txt","online comments","online comments","written"
"comments2016.31691976_MAT.txt",-0.72231837577278,0.224201472260412,1.82793378601359,0.459213481269937,-0.00759813546410937,"comments2016.31691976_MAT.txt","online comments","online comments","written"
"comments2016.32301637_MAT.txt",-0.941423080179422,-0.198278652330628,2.06192448337612,-0.0558782212700014,-0.22507721068562,"comments2016.32301637_MAT.txt","online comments","online comments","written"
"comments2016.32323302_MAT.txt",-0.738975835322487,0.825207247471395,1.29828851864431,0.661178250335449,0.530470977534404,"comments2016.32323302_MAT.txt","online comments","online comments","written"
"comments2016.32357872_MAT.txt",-0.887740297032642,0.675610131914118,1.00173193788005,-0.723289748564923,0.164370713513874,"comments2016.32357872_MAT.txt","online comments","online comments","written"
"comments2016.32605392_MAT.txt",-0.962140745783944,0.304040278379388,0.355883970627554,-1.01415692908991,-0.774235194839562,"comments2016.32605392_MAT.txt","online comments","online comments","written"
"comments2016.32709233_MAT.txt",-1.21359198096831,0.0158354110299499,1.81790743804638,-0.079245812251249,-0.252007028866464,"comments2016.32709233_MAT.txt","online comments","online comments","written"
"comments2016.32970744_MAT.txt",-0.436442450499377,0.800083122937072,0.729846759467481,-0.203864459491246,0.493244651969684,"comments2016.32970744_MAT.txt","online comments","online comments","written"
"comments2016.33207704_MAT.txt",-0.916772605816434,0.829665412059905,0.482866517304265,-0.619757225709978,-0.806398919317973,"comments2016.33207704_MAT.txt","online comments","online comments","written"
"comments2016.33285872_MAT.txt",-0.728837389600387,0.407095579400079,1.05541072446684,-0.61810838299951,-0.379825013151319,"comments2016.33285872_MAT.txt","online comments","online comments","written"
"comments2016.33373272_MAT.txt",-0.423303644623022,2.07794479962774,0.66945688709148,-0.0185058995010115,-0.585295265343939,"comments2016.33373272_MAT.txt","online comments","online comments","written"
"conversationS1A-001_MAT.txt",1.75597571942244,0.445476193919187,-0.299624568719817,-0.0291144408177462,-0.12290998166689,"conversationS1A-001_MAT.txt","conversation","conversation","spoken"
"conversationS1A-002_MAT.txt",1.79160660307266,0.576933633586088,-0.088227109589997,0.441772451890511,0.713743516890762,"conversationS1A-002_MAT.txt","conversation","conversation","spoken"
"conversationS1A-003_MAT.txt",1.90268446099648,-0.341243526204753,0.221125223569972,0.745606579549934,-0.653680300863008,"conversationS1A-003_MAT.txt","conversation","conversation","spoken"
"conversationS1A-004_MAT.txt",2.13602303813527,0.9421144068551,-1.28700212033705,-0.180184867510839,-1.14233475345466,"conversationS1A-004_MAT.txt","conversation","conversation","spoken"
"conversationS1A-005_MAT.txt",1.82039539108462,1.02657110253825,-2.13332204860311,-0.466798993746063,-1.59185954797903,"conversationS1A-005_MAT.txt","conversation","conversation","spoken"
"conversationS1A-006_MAT.txt",1.52084050049993,-0.0228585805770716,-1.144697962752,-0.777597210402838,-1.27160519127845,"conversationS1A-006_MAT.txt","conversation","conversation","spoken"
"conversationS1A-007_MAT.txt",0.935730533597198,-2.65357059981403,2.4389170077473,0.159897490305629,0.785853280592831,"conversationS1A-007_MAT.txt","conversation","conversation","spoken"
"conversationS1A-008_MAT.txt",2.14947635727755,-0.662099565015674,0.0986019567574719,0.95583156026703,0.697973497639989,"conversationS1A-008_MAT.txt","conversation","conversation","spoken"
"conversationS1A-009_MAT.txt",1.48772058506428,0.962909750535015,-0.0787174741396123,-0.0329101325451866,0.434239043402067,"conversationS1A-009_MAT.txt","conversation","conversation","spoken"
"conversationS1A-010_MAT.txt",2.21714289451079,-0.423502201534174,-0.334042173176206,0.702311962978778,-0.227388040647056,"conversationS1A-010_MAT.txt","conversation","conversation","spoken"
"conversationS1A-011_MAT.txt",1.61972052294519,0.764895158923301,-0.436811745352426,-0.160206445363269,-0.088378184609492,"conversationS1A-011_MAT.txt","conversation","conversation","spoken"
"conversationS1A-012_MAT.txt",1.7918721902373,0.52713435862699,-1.30876156364341,-0.306941569506685,-1.24705663920173,"conversationS1A-012_MAT.txt","conversation","conversation","spoken"
"conversationS1A-013_MAT.txt",1.42488789045346,-0.593317188894078,0.470847148511841,-0.500026546750786,-0.481923092707173,"conversationS1A-013_MAT.txt","conversation","conversation","spoken"
"conversationS1A-014_MAT.txt",0.97895843685555,-1.85450108071004,1.7682321507827,0.144655887022785,0.646283172251013,"conversationS1A-014_MAT.txt","conversation","conversation","spoken"
"conversationS1A-015_MAT.txt",1.22367103253378,-0.858839559992553,1.582027293377,0.707315490445173,0.336355590916118,"conversationS1A-015_MAT.txt","conversation","conversation","spoken"
"conversationS1A-016_MAT.txt",0.986994718625133,-1.06167183690107,1.26441946903642,0.790747641746496,2.23547817679524,"conversationS1A-016_MAT.txt","conversation","conversation","spoken"
"conversationS1A-017_MAT.txt",1.6399571993259,-0.916867260312267,0.90581422713507,0.108267785914109,-0.36969490286253,"conversationS1A-017_MAT.txt","conversation","conversation","spoken"
"conversationS1A-018_MAT.txt",1.55785226554816,-0.448604107858269,-0.443449134037544,-0.0956344596176246,-0.168311561106723,"conversationS1A-018_MAT.txt","conversation","conversation","spoken"
"conversationS1A-019_MAT.txt",1.57636586608404,0.0563972858059105,-0.749405601882377,-0.463634802818593,-0.724857388834695,"conversationS1A-019_MAT.txt","conversation","conversation","spoken"
"conversationS1A-020_MAT.txt",1.43013693582018,-1.11559477276174,0.0346720114638477,-0.0201796764948392,-0.768831870368212,"conversationS1A-020_MAT.txt","conversation","conversation","spoken"
"conversationS1A-021_MAT.txt",1.28703219989452,-1.26197123820964,0.91608833371475,0.153956616317561,0.438218510703042,"conversationS1A-021_MAT.txt","conversation","conversation","spoken"
"conversationS1A-022_MAT.txt",1.61782927739198,-1.64960386088702,1.07682635211915,0.420237943895321,1.09435218418122,"conversationS1A-022_MAT.txt","conversation","conversation","spoken"
"conversationS1A-023_MAT.txt",1.2651344268095,-0.364983654985041,-0.722736894642157,0.0621348790040411,0.692824913617252,"conversationS1A-023_MAT.txt","conversation","conversation","spoken"
"conversationS1A-024_MAT.txt",1.67601068803394,-0.255010348168647,-0.0208062675185857,0.846360048278636,-0.774658190323932,"conversationS1A-024_MAT.txt","conversation","conversation","spoken"
"conversationS1A-025_MAT.txt",1.10670427661476,0.515493864862923,-0.194937316348952,0.778128501578728,0.604162390275372,"conversationS1A-025_MAT.txt","conversation","conversation","spoken"
"conversationS1A-026_MAT.txt",1.44977108290139,-0.199231575228293,0.170695755786625,-0.530521455744881,-0.322896730676791,"conversationS1A-026_MAT.txt","conversation","conversation","spoken"
"conversationS1A-027_MAT.txt",1.44459873474391,0.152142104635021,-0.102981839038256,-0.435185503952885,0.245430229262103,"conversationS1A-027_MAT.txt","conversation","conversation","spoken"
"conversationS1A-028_MAT.txt",0.833711386376322,-1.60625890749828,2.15332573038182,0.218790789430385,0.830631331807576,"conversationS1A-028_MAT.txt","conversation","conversation","spoken"
"conversationS1A-029_MAT.txt",1.52952907514238,0.240397373707173,-0.911562230484004,-0.151159607538066,0.504189661531392,"conversationS1A-029_MAT.txt","conversation","conversation","spoken"
"conversationS1A-030_MAT.txt",1.34997706589729,-2.37909233543867,2.39467936219221,0.634781603381661,0.119151002981286,"conversationS1A-030_MAT.txt","conversation","conversation","spoken"
"conversationS1A-031_MAT.txt",1.10741333927129,-1.13857520627681,0.81673413509049,0.354953031321608,0.0921744087284056,"conversationS1A-031_MAT.txt","conversation","conversation","spoken"
"conversationS1A-032_MAT.txt",1.74434931746615,-2.1677539173796,3.05553935375297,1.42499022534183,0.330092689410134,"conversationS1A-032_MAT.txt","conversation","conversation","spoken"
"conversationS1A-033_MAT.txt",2.13845243378894,0.338820636914424,-0.0142814381100429,0.646796962001625,-0.781990661313036,"conversationS1A-033_MAT.txt","conversation","conversation","spoken"
"conversationS1A-034_MAT.txt",1.2915404055947,-0.927796065840463,0.899445266155651,0.202831401008891,-0.0717075606875249,"conversationS1A-034_MAT.txt","conversation","conversation","spoken"
"conversationS1A-035_MAT.txt",1.54293096232579,-1.50609399154851,1.40965790108113,0.587733921730867,-0.40474848982427,"conversationS1A-035_MAT.txt","conversation","conversation","spoken"
"conversationS1A-036_MAT.txt",1.83332444120693,-0.357878688443597,-0.31049218839608,0.0748696869687187,-1.2171418222365,"conversationS1A-036_MAT.txt","conversation","conversation","spoken"
"conversationS1A-037_MAT.txt",1.93963440414126,-0.315353563135931,0.447054768628993,0.372067869371364,-1.05349408781831,"conversationS1A-037_MAT.txt","conversation","conversation","spoken"
"conversationS1A-038_MAT.txt",1.79625547786888,-0.918786736576343,0.483739998685884,0.373213096956286,-0.247833192446147,"conversationS1A-038_MAT.txt","conversation","conversation","spoken"
"conversationS1A-039_MAT.txt",1.04456628556267,-1.14707035509503,0.51127507412473,-0.0503570601848068,0.840263437250425,"conversationS1A-039_MAT.txt","conversation","conversation","spoken"
"conversationS1A-040_MAT.txt",0.741998901664948,-2.5662453688193,2.35702964540665,-0.155393562862011,1.15562951038012,"conversationS1A-040_MAT.txt","conversation","conversation","spoken"
"conversationS1A-041_MAT.txt",0.801978364132787,-1.54731325407525,0.65420669572395,-0.236904685671461,1.45808330363396,"conversationS1A-041_MAT.txt","conversation","conversation","spoken"
"conversationS1A-042_MAT.txt",0.722904094984771,-0.690476297930693,-0.177310125456878,-0.521932027968801,1.78121891449393,"conversationS1A-042_MAT.txt","conversation","conversation","spoken"
"conversationS1A-043_MAT.txt",1.27191445637549,-0.73940371570638,0.313658662602531,0.0877162602016682,1.5586803577918,"conversationS1A-043_MAT.txt","conversation","conversation","spoken"
"conversationS1A-044_MAT.txt",1.49305399336342,-0.706827062279149,0.53584982492151,-0.261570254199424,-0.0425445220147614,"conversationS1A-044_MAT.txt","conversation","conversation","spoken"
"conversationS1A-045_MAT.txt",1.28515331346244,-1.05560913473378,0.709647873589828,-0.120936445042911,0.743091624527456,"conversationS1A-045_MAT.txt","conversation","conversation","spoken"
"conversationS1A-046_MAT.txt",2.17730436078223,1.77643357754536,-1.28375108297881,0.13863141717013,-0.965648082623448,"conversationS1A-046_MAT.txt","conversation","conversation","spoken"
"conversationS1A-047_MAT.txt",2.03815815247293,0.942359153946283,-0.495121770301691,0.0488194583095616,-0.925520512871432,"conversationS1A-047_MAT.txt","conversation","conversation","spoken"
"conversationS1A-048_MAT.txt",2.60300996944276,1.46022219808925,-1.48823563750075,0.394235293268721,-0.778064589061125,"conversationS1A-048_MAT.txt","conversation","conversation","spoken"
"conversationS1A-049_MAT.txt",2.73404767264428,0.894625096879706,-0.646222305828813,1.39670650982689,0.701870797370141,"conversationS1A-049_MAT.txt","conversation","conversation","spoken"
"conversationS1A-050_MAT.txt",2.02629469213628,-1.3725461876637,-0.0838884395459109,1.0956600717297,1.60814848599646,"conversationS1A-050_MAT.txt","conversation","conversation","spoken"
"conversationS1A-051_MAT.txt",1.06363484507781,-1.79186553677384,0.555382046297441,0.264772221192539,2.86222531917095,"conversationS1A-051_MAT.txt","conversation","conversation","spoken"
"conversationS1A-052_MAT.txt",1.29566603696316,-0.763911372300684,0.0871499264946138,0.171750629034295,1.99742666255762,"conversationS1A-052_MAT.txt","conversation","conversation","spoken"
"conversationS1A-053_MAT.txt",0.935889054002302,-1.44058933964833,0.528020326373718,0.148201800083701,2.00565090651366,"conversationS1A-053_MAT.txt","conversation","conversation","spoken"
"conversationS1A-054_MAT.txt",0.893094932378109,-0.919364378163136,0.050764737162457,-0.657870027027088,0.719322008210363,"conversationS1A-054_MAT.txt","conversation","conversation","spoken"
"conversationS1A-055_MAT.txt",0.759486622302532,-1.65855059428357,1.98740205862013,0.180520322785098,1.51508146602386,"conversationS1A-055_MAT.txt","conversation","conversation","spoken"
"conversationS1A-056_MAT.txt",1.05082857930846,-0.411357013395958,-0.106645865165087,-0.659150502042601,-0.0350245805409195,"conversationS1A-056_MAT.txt","conversation","conversation","spoken"
"conversationS1A-057_MAT.txt",1.43370035987113,-0.200555092275905,-0.273660590132584,0.0707718915422684,0.439033380054275,"conversationS1A-057_MAT.txt","conversation","conversation","spoken"
"conversationS1A-058_MAT.txt",1.16652814948329,-1.0351510819267,-0.36810348754065,0.0535175079753551,1.18255890561724,"conversationS1A-058_MAT.txt","conversation","conversation","spoken"
"conversationS1A-059_MAT.txt",1.16911301755838,-1.03732279274362,0.863034799541312,0.128357657265442,1.04417744050631,"conversationS1A-059_MAT.txt","conversation","conversation","spoken"
"conversationS1A-060_MAT.txt",1.89496715420261,-0.421303213695377,0.437262600689835,0.178985663499327,-1.24722749549349,"conversationS1A-060_MAT.txt","conversation","conversation","spoken"
"conversationS1A-061_MAT.txt",2.04139732355764,0.578686738121468,-0.654739924124052,0.332648153655705,-0.511397565911752,"conversationS1A-061_MAT.txt","conversation","conversation","spoken"
"conversationS1A-062_MAT.txt",1.89919445998015,-0.0589634980966881,-0.800133001467094,-0.0389430726469243,-1.09622918182856,"conversationS1A-062_MAT.txt","conversation","conversation","spoken"
"conversationS1A-063_MAT.txt",1.98114488622887,-0.333605794427117,0.428387978787154,0.598656622740852,0.493636040733995,"conversationS1A-063_MAT.txt","conversation","conversation","spoken"
"conversationS1A-064_MAT.txt",1.39435171012884,-1.36961306007773,1.12621369908394,0.21288616773407,0.495106891899827,"conversationS1A-064_MAT.txt","conversation","conversation","spoken"
"conversationS1A-065_MAT.txt",1.59934236697445,0.51075171493953,-1.09213652958923,-0.638957912978839,-1.03060446831909,"conversationS1A-065_MAT.txt","conversation","conversation","spoken"
"conversationS1A-066_MAT.txt",1.99702820505868,0.364659994579588,-1.11548963413811,-0.268810709157247,-0.47834134125118,"conversationS1A-066_MAT.txt","conversation","conversation","spoken"
"conversationS1A-067_MAT.txt",1.77123379647522,0.515346802923714,0.183263098653244,0.115145950772638,1.18620700817713,"conversationS1A-067_MAT.txt","conversation","conversation","spoken"
"conversationS1A-068_MAT.txt",1.42260313115043,-0.595868046586489,1.02175254829804,-0.00590635596836927,-0.611569532806444,"conversationS1A-068_MAT.txt","conversation","conversation","spoken"
"conversationS1A-069_MAT.txt",1.67697844324584,-0.778040435691057,0.825870625801085,1.06859254560762,1.08388062188586,"conversationS1A-069_MAT.txt","conversation","conversation","spoken"
"conversationS1A-070_MAT.txt",1.62854781383261,-0.412012830382048,1.01091210426647,0.427959185489322,1.62785274311706,"conversationS1A-070_MAT.txt","conversation","conversation","spoken"
"conversationS1A-071_MAT.txt",2.00966154976053,-0.613342330103242,0.528460012688529,0.654824702391522,-0.0697166156788987,"conversationS1A-071_MAT.txt","conversation","conversation","spoken"
"conversationS1A-072_MAT.txt",1.39728524322034,-1.04174656800994,0.510144212124783,-0.117065869731356,0.22721100308137,"conversationS1A-072_MAT.txt","conversation","conversation","spoken"
"conversationS1A-073_MAT.txt",0.895717429408772,-1.94547524822549,1.89874837869037,-0.118627018745089,0.629340344970935,"conversationS1A-073_MAT.txt","conversation","conversation","spoken"
"conversationS1A-074_MAT.txt",1.49943928953608,-1.54536951226246,0.460853411398408,0.0559539440570709,0.352501093510657,"conversationS1A-074_MAT.txt","conversation","conversation","spoken"
"conversationS1A-075_MAT.txt",1.44667134446541,-1.43236859592876,1.24477484644866,0.253719099935624,0.164352110314254,"conversationS1A-075_MAT.txt","conversation","conversation","spoken"
"conversationS1A-076_MAT.txt",1.49907386545745,-1.4271965590999,1.24545718114144,0.417554753158904,0.499446010990799,"conversationS1A-076_MAT.txt","conversation","conversation","spoken"
"conversationS1A-077_MAT.txt",0.95992981105504,-1.10107562420561,1.50075912821691,0.263790935981511,3.44001235036786,"conversationS1A-077_MAT.txt","conversation","conversation","spoken"
"conversationS1A-078_MAT.txt",1.22421167546691,-0.561770556986668,0.0329803978715787,-0.245998420507308,1.80221546251253,"conversationS1A-078_MAT.txt","conversation","conversation","spoken"
"conversationS1A-079_MAT.txt",1.66277671903395,-0.18491331279401,0.0462849338474481,-0.181418946610998,-0.698628760280761,"conversationS1A-079_MAT.txt","conversation","conversation","spoken"
"conversationS1A-080_MAT.txt",1.86723799616963,0.503406383380553,-0.988190776953246,0.0109038770616081,0.893177563857561,"conversationS1A-080_MAT.txt","conversation","conversation","spoken"
"conversationS1A-081_MAT.txt",1.53197706844759,-0.564240303121422,0.117321249525174,-0.382227505975895,-1.06205804857189,"conversationS1A-081_MAT.txt","conversation","conversation","spoken"
"conversationS1A-082_MAT.txt",1.79918507064541,-0.52199099662915,0.130802137280925,-0.0513502619679925,-0.00349228057396065,"conversationS1A-082_MAT.txt","conversation","conversation","spoken"
"conversationS1A-083_MAT.txt",1.35674337709767,-1.54106197207551,1.1996022046107,0.155283736527092,1.04422829359777,"conversationS1A-083_MAT.txt","conversation","conversation","spoken"
"conversationS1A-084_MAT.txt",1.76861905455316,-0.692340783493522,0.590042017286683,-0.167859296423564,0.434571632713484,"conversationS1A-084_MAT.txt","conversation","conversation","spoken"
"conversationS1A-085_MAT.txt",1.41750012501355,-0.659160563923754,0.425880725215914,-0.157650329300747,0.443165091362138,"conversationS1A-085_MAT.txt","conversation","conversation","spoken"
"conversationS1A-086_MAT.txt",1.89836124625731,-0.567156643038812,-0.385562877339539,0.556683745595829,-0.242872599321053,"conversationS1A-086_MAT.txt","conversation","conversation","spoken"
"conversationS1A-087_MAT.txt",1.30949758954664,0.19036787284934,-0.530252522813972,-0.434996362417373,0.538123510863022,"conversationS1A-087_MAT.txt","conversation","conversation","spoken"
"conversationS1A-088_MAT.txt",0.937907485890493,-1.04250999950031,0.0443717334441231,-0.371646492109763,0.199508622071464,"conversationS1A-088_MAT.txt","conversation","conversation","spoken"
"conversationS1A-089_MAT.txt",0.953426796378615,-0.921142498839408,1.30641510210342,-0.16068084405287,0.858060351782388,"conversationS1A-089_MAT.txt","conversation","conversation","spoken"
"conversationS1A-090_MAT.txt",0.814894552819606,-0.408096188620201,0.702902677125818,-0.330580142254535,0.462574753448454,"conversationS1A-090_MAT.txt","conversation","conversation","spoken"
"demonstrationsS2A-051_MAT.txt",-0.114544910688273,-0.692485611807979,-2.35591428080349,-1.42194708182725,-2.07403042913392,"demonstrationsS2A-051_MAT.txt","conversation","conversation","spoken"
"demonstrationsS2A-052_MAT.txt",0.904266272160342,2.17576736885116,-1.10418152203098,-0.382626649614712,-1.21257791159463,"demonstrationsS2A-052_MAT.txt","conversation","conversation","spoken"
"demonstrationsS2A-053_MAT.txt",0.527085235074458,1.91238925061518,-0.0874394201569206,-0.397387748766803,-0.964879328480247,"demonstrationsS2A-053_MAT.txt","conversation","conversation","spoken"
"demonstrationsS2A-054_MAT.txt",0.930206078801702,1.48780178795778,-1.1142582231655,-0.0913627434611457,-0.875399976958261,"demonstrationsS2A-054_MAT.txt","conversation","conversation","spoken"
"demonstrationsS2A-055_MAT.txt",1.50807768961828,1.44217322239881,-1.15571728382452,0.403100498609353,-1.1002053867137,"demonstrationsS2A-055_MAT.txt","conversation","conversation","spoken"
"demonstrationsS2A-056_MAT.txt",1.23436053269465,0.497937966041053,-1.01972459865212,-0.269962239268508,-1.59377429389261,"demonstrationsS2A-056_MAT.txt","conversation","conversation","spoken"
"demonstrationsS2A-057_MAT.txt",1.16591409902463,0.988863056856396,-0.97077235961552,-0.179802583630806,-1.17456080398773,"demonstrationsS2A-057_MAT.txt","conversation","conversation","spoken"
"demonstrationsS2A-058_MAT.txt",1.34848153177698,0.889801754065274,-1.56179376767401,-0.807926536080188,-1.52869736404032,"demonstrationsS2A-058_MAT.txt","conversation","conversation","spoken"
"demonstrationsS2A-059_MAT.txt",1.58183391522285,0.750996394346945,-1.13177447613568,0.101017485563782,-1.42272519187072,"demonstrationsS2A-059_MAT.txt","conversation","conversation","spoken"
"demonstrationsS2A-060_MAT.txt",1.68314123489122,1.06917290513795,-1.19687633408942,-0.0657166689022521,-1.50030925960563,"demonstrationsS2A-060_MAT.txt","conversation","conversation","spoken"
"examsW1A-011_MAT.txt",0.0189786638414136,-0.54443397275008,0.90477035181371,1.29970144006305,-0.573794023044124,"examsW1A-011_MAT.txt","exams","exams","written"
"examsW1A-012_MAT.txt",-0.761952323115618,-0.557155282830844,2.04987829736871,0.417773786654208,-0.521561251951709,"examsW1A-012_MAT.txt","exams","exams","written"
"examsW1A-013_MAT.txt",-0.789835019812936,-0.663968165288154,1.07528504424374,0.378724865028058,-0.287026762435744,"examsW1A-013_MAT.txt","exams","exams","written"
"examsW1A-014_MAT.txt",-0.75173278451826,-0.795136299862349,1.58714164267745,0.43519493470867,-0.475654106708686,"examsW1A-014_MAT.txt","exams","exams","written"
"examsW1A-015_MAT.txt",-1.44261579768154,-0.871807132052412,1.15519856018095,-0.646705707884894,-1.21026287563729,"examsW1A-015_MAT.txt","exams","exams","written"
"examsW1A-016_MAT.txt",-1.33505825733008,-0.760562298862296,2.92135193978696,-0.185933435440978,-0.874532627083426,"examsW1A-016_MAT.txt","exams","exams","written"
"examsW1A-017_MAT.txt",-0.519508948961559,0.539583245640246,1.09796534049135,-0.496463219720606,-1.04702613293638,"examsW1A-017_MAT.txt","exams","exams","written"
"examsW1A-018_MAT.txt",-1.0105986781131,0.541174516756656,1.52104103888129,-0.791768168411494,-1.00445046392222,"examsW1A-018_MAT.txt","exams","exams","written"
"examsW1A-019_MAT.txt",-0.855289620728398,-0.746445778919474,1.05692636395358,0.456085819533151,-1.07075471839535,"examsW1A-019_MAT.txt","exams","exams","written"
"examsW1A-020_MAT.txt",-1.09248511009127,-1.31011858369972,1.63145217938045,0.0747098552016777,-1.02860519297671,"examsW1A-020_MAT.txt","exams","exams","written"
"fictionW2F-001_MAT.txt",-0.701730633102688,-0.948947272713698,0.12992259017156,-1.20072459257684,3.51162305077886,"fictionW2F-001_MAT.txt","fiction","fiction","written"
"fictionW2F-002_MAT.txt",0.295948381115467,-0.755831192560018,-0.689713316136478,-1.25278951866468,2.30525456963639,"fictionW2F-002_MAT.txt","fiction","fiction","written"
"fictionW2F-003_MAT.txt",0.825904752800172,1.08670098128753,-0.657098374492528,-0.569671265188451,3.20369559868858,"fictionW2F-003_MAT.txt","fiction","fiction","written"
"fictionW2F-004_MAT.txt",0.90786409977565,1.64547917758176,-1.00657724378628,-1.33215817724904,-1.03870332861171,"fictionW2F-004_MAT.txt","fiction","fiction","written"
"fictionW2F-005_MAT.txt",-0.37145124166705,0.370956534183635,-0.213860436482292,-0.481099378173172,1.03888703980033,"fictionW2F-005_MAT.txt","fiction","fiction","written"
"fictionW2F-006_MAT.txt",-0.102933302700765,0.907627677469197,-0.767099331810178,-0.977110638073586,2.76567680865712,"fictionW2F-006_MAT.txt","fiction","fiction","written"
"fictionW2F-007_MAT.txt",-0.226772949569182,0.464350996334842,-0.591543971785364,-1.65495261273857,-0.764904852979891,"fictionW2F-007_MAT.txt","fiction","fiction","written"
"fictionW2F-008_MAT.txt",-0.885408901184365,-0.134411702455259,0.110509059047696,-2.1062433554277,-0.610208395840813,"fictionW2F-008_MAT.txt","fiction","fiction","written"
"fictionW2F-009_MAT.txt",-0.872008216319805,-1.81883996672471,0.776281463448399,-1.12932785003702,1.98758615097518,"fictionW2F-009_MAT.txt","fiction","fiction","written"
"fictionW2F-010_MAT.txt",-0.56314116496988,-0.167534131035023,-0.400606403399365,-1.24759308859343,0.439813895999954,"fictionW2F-010_MAT.txt","fiction","fiction","written"
"fictionW2F-011_MAT.txt",-0.52019647881402,-0.0104749433715908,-0.642909353082139,-1.02723819410854,3.34754389775726,"fictionW2F-011_MAT.txt","fiction","fiction","written"
"fictionW2F-012_MAT.txt",-0.888846821209461,0.113782772301873,-0.866532373514305,-1.96911573145935,3.36336024203199,"fictionW2F-012_MAT.txt","fiction","fiction","written"
"fictionW2F-013_MAT.txt",-0.872344198846047,-1.09981103189964,-0.147627796678251,-0.517897913049185,-0.603164641923878,"fictionW2F-013_MAT.txt","fiction","fiction","written"
"fictionW2F-014_MAT.txt",-0.628586036928673,-0.827827166784527,-0.032336364583139,-0.874892725806011,1.49527836428221,"fictionW2F-014_MAT.txt","fiction","fiction","written"
"fictionW2F-015_MAT.txt",-0.515152322288354,0.015243950585874,-0.966533924985125,-0.671916496550591,1.82434927242592,"fictionW2F-015_MAT.txt","fiction","fiction","written"
"fictionW2F-016_MAT.txt",-0.118012901906011,-0.987977539737213,-1.06619715650652,-0.727717995707931,3.4369472820219,"fictionW2F-016_MAT.txt","fiction","fiction","written"
"fictionW2F-017_MAT.txt",-0.252435163160222,0.378571096595513,-1.90197186979646,-1.44728228717916,2.2039031859636,"fictionW2F-017_MAT.txt","fiction","fiction","written"
"fictionW2F-018_MAT.txt",-0.598097261129765,-0.434667967629066,-1.09545826852331,-1.08403826663168,1.9823945483286,"fictionW2F-018_MAT.txt","fiction","fiction","written"
"fictionW2F-019_MAT.txt",-0.557357414350355,-1.12667260191869,0.468376672966897,-0.832910660986165,-0.829522492319976,"fictionW2F-019_MAT.txt","fiction","fiction","written"
"fictionW2F-020_MAT.txt",0.0161433434565668,0.0606204455667071,0.221235593934697,-0.266406762564219,2.79767586761854,"fictionW2F-020_MAT.txt","fiction","fiction","written"
