filename,microregister,mesoregister,macroregister,mode
nonacademicW2B-026_MAT.txt,non-academic,non-academic,non-academic,written
nonacademicW2B-027_MAT.txt,non-academic,non-academic,non-academic,written
nonacademicW2B-028_MAT.txt,non-academic,non-academic,non-academic,written
nonacademicW2B-029_MAT.txt,non-academic,non-academic,non-academic,written
nonacademicW2B-030_MAT.txt,non-academic,non-academic,non-academic,written
nonacademicW2B-031_MAT.txt,non-academic,non-academic,non-academic,written
nonacademicW2B-032_MAT.txt,non-academic,non-academic,non-academic,written
nonacademicW2B-033_MAT.txt,non-academic,non-academic,non-academic,written
nonacademicW2B-034_MAT.txt,non-academic,non-academic,non-academic,written
nonacademicW2B-035_MAT.txt,non-academic,non-academic,non-academic,written
nonacademicW2B-036_MAT.txt,non-academic,non-academic,non-academic,written
nonacademicW2B-037_MAT.txt,non-academic,non-academic,non-academic,written
nonacademicW2B-038_MAT.txt,non-academic,non-academic,non-academic,written
nonacademicW2B-039_MAT.txt,non-academic,non-academic,non-academic,written
nonacademicW2B-040_MAT.txt,non-academic,non-academic,non-academic,written
opinionsocc_2012_4527764_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_10374471_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_11165072_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_11717795_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_11953755_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_12757741_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_13041881_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_13246177_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_13480928_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_13636119_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_13702405_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_13936793_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_14057220_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_14438334_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_14654368_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_15551439_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_7261247_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_8028220_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_8131320_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2013_9980674_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_17174267_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_17497359_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_18056398_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_18209186_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_18535432_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_19286962_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_19453027_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_19472467_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_19533911_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_19653109_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_20274739_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_20335529_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_20584451_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_20704953_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_21005170_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_21487620_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_21834658_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2014_22232143_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_22423565_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_22660102_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_22964833_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_23044006_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_23440363_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_24134911_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_24150908_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_24454132_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_24729955_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_24939832_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_25249936_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_25873126_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_25991966_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_26135186_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_26181565_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_26710825_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_26749675_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_26812437_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_26904315_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_27049525_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_27255554_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_27517231_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_27535617_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2015_27743898_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_29030490_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_29069906_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_29226322_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_29282579_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_29661863_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_30447388_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_30716360_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_30726665_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_31388410_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_31520824_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_31691976_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_32022717_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_32249992_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_32293466_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_32696265_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_32826565_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_32836823_MAT.txt,opinion,opinion,opinion,written
opinionsocc_2016_33053462_MAT.txt,opinion,opinion,opinion,written
parliamentS1B-051_MAT.txt,parliamentary debate,parliamentary debate,public dialogue,spoken
parliamentS1B-052_MAT.txt,parliamentary debate,parliamentary debate,public dialogue,spoken
parliamentS1B-053_MAT.txt,parliamentary debate,parliamentary debate,public dialogue,spoken
parliamentS1B-054_MAT.txt,parliamentary debate,parliamentary debate,public dialogue,spoken
parliamentS1B-055_MAT.txt,parliamentary debate,parliamentary debate,public dialogue,spoken
parliamentS1B-056_MAT.txt,parliamentary debate,parliamentary debate,public dialogue,spoken
parliamentS1B-057_MAT.txt,parliamentary debate,parliamentary debate,public dialogue,spoken
parliamentS1B-058_MAT.txt,parliamentary debate,parliamentary debate,public dialogue,spoken
parliamentS1B-059_MAT.txt,parliamentary debate,parliamentary debate,public dialogue,spoken
parliamentS1B-060_MAT.txt,parliamentary debate,parliamentary debate,public dialogue,spoken
persuasiveW2E-001_MAT.txt,persuasive,persuasive,persuasive,written
persuasiveW2E-002_MAT.txt,persuasive,persuasive,persuasive,written
persuasiveW2E-003_MAT.txt,persuasive,persuasive,persuasive,written
persuasiveW2E-004_MAT.txt,persuasive,persuasive,persuasive,written
persuasiveW2E-005_MAT.txt,persuasive,persuasive,persuasive,written
persuasiveW2E-006_MAT.txt,persuasive,persuasive,persuasive,written
persuasiveW2E-007_MAT.txt,persuasive,persuasive,persuasive,written
persuasiveW2E-008_MAT.txt,persuasive,persuasive,persuasive,written
persuasiveW2E-009_MAT.txt,persuasive,persuasive,persuasive,written
persuasiveW2E-010_MAT.txt,persuasive,persuasive,persuasive,written
reportageW2C-001_MAT.txt,reportage,reportage,reportage,written
reportageW2C-002_MAT.txt,reportage,reportage,reportage,written
reportageW2C-003_MAT.txt,reportage,reportage,reportage,written
reportageW2C-004_MAT.txt,reportage,reportage,reportage,written
reportageW2C-005_MAT.txt,reportage,reportage,reportage,written
reportageW2C-006_MAT.txt,reportage,reportage,reportage,written
reportageW2C-007_MAT.txt,reportage,reportage,reportage,written
reportageW2C-008_MAT.txt,reportage,reportage,reportage,written
reportageW2C-009_MAT.txt,reportage,reportage,reportage,written
reportageW2C-010_MAT.txt,reportage,reportage,reportage,written
reportageW2C-011_MAT.txt,reportage,reportage,reportage,written
reportageW2C-012_MAT.txt,reportage,reportage,reportage,written
reportageW2C-013_MAT.txt,reportage,reportage,reportage,written
reportageW2C-014_MAT.txt,reportage,reportage,reportage,written
reportageW2C-015_MAT.txt,reportage,reportage,reportage,written
reportageW2C-016_MAT.txt,reportage,reportage,reportage,written
reportageW2C-017_MAT.txt,reportage,reportage,reportage,written
reportageW2C-018_MAT.txt,reportage,reportage,reportage,written
reportageW2C-019_MAT.txt,reportage,reportage,reportage,written
reportageW2C-020_MAT.txt,reportage,reportage,reportage,written
scripted-brdcastnS2B-001_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-002_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-003_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-004_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-005_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-006_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-007_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-008_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-009_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-010_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-011_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-012_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-013_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-014_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-015_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-016_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-017_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-018_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-019_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcastnS2B-020_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-021_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-022_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-023_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-024_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-025_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-026_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-027_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-028_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-029_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-030_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-031_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-032_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-033_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-034_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-035_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-036_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-037_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-038_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-039_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-brdcasttS2B-040_MAT.txt,scripted broadcast,scripted broadcast,scripted ,spoken
scripted-nonbrdcastS2B-041_MAT.txt,non-broadcast talks,scripted non-broadcast,scripted ,spoken
scripted-nonbrdcastS2B-042_MAT.txt,non-broadcast talks,scripted non-broadcast,scripted ,spoken
scripted-nonbrdcastS2B-043_MAT.txt,non-broadcast talks,scripted non-broadcast,scripted ,spoken
scripted-nonbrdcastS2B-044_MAT.txt,non-broadcast talks,scripted non-broadcast,scripted ,spoken
scripted-nonbrdcastS2B-045_MAT.txt,non-broadcast talks,scripted non-broadcast,scripted ,spoken
scripted-nonbrdcastS2B-046_MAT.txt,non-broadcast talks,scripted non-broadcast,scripted ,spoken
scripted-nonbrdcastS2B-047_MAT.txt,non-broadcast talks,scripted non-broadcast,scripted ,spoken
scripted-nonbrdcastS2B-048_MAT.txt,non-broadcast talks,scripted non-broadcast,scripted ,spoken
scripted-nonbrdcastS2B-049_MAT.txt,non-broadcast talks,scripted non-broadcast,scripted ,spoken
scripted-nonbrdcastS2B-050_MAT.txt,non-broadcast talks,scripted non-broadcast,scripted ,spoken
speechS2A-021_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-022_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-023_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-024_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-025_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-026_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-027_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-028_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-029_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-030_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-031_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-032_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-033_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-034_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-035_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-036_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-037_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-038_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-039_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-040_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-041_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-042_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-043_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-044_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-045_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-046_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-047_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-048_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-049_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
speechS2A-050_MAT.txt,unscripted speech,unscripted speech,unscripted,spoken
student-essaysW1A-001_MAT.txt,student essays,student essays,non-professional writing,written
student-essaysW1A-002_MAT.txt,student essays,student essays,non-professional writing,written
student-essaysW1A-003_MAT.txt,student essays,student essays,non-professional writing,written
student-essaysW1A-004_MAT.txt,student essays,student essays,non-professional writing,written
student-essaysW1A-005_MAT.txt,student essays,student essays,non-professional writing,written
student-essaysW1A-006_MAT.txt,student essays,student essays,non-professional writing,written
student-essaysW1A-007_MAT.txt,student essays,student essays,non-professional writing,written
student-essaysW1A-008_MAT.txt,student essays,student essays,non-professional writing,written
student-essaysW1A-009_MAT.txt,student essays,student essays,non-professional writing,written
student-essaysW1A-010_MAT.txt,student essays,student essays,non-professional writing,written
telephoneS1A-091_MAT.txt,telephone,telephone,private dialogue,spoken
telephoneS1A-092_MAT.txt,telephone,telephone,private dialogue,spoken
telephoneS1A-093_MAT.txt,telephone,telephone,private dialogue,spoken
telephoneS1A-094_MAT.txt,telephone,telephone,private dialogue,spoken
telephoneS1A-095_MAT.txt,telephone,telephone,private dialogue,spoken
telephoneS1A-096_MAT.txt,telephone,telephone,private dialogue,spoken
telephoneS1A-097_MAT.txt,telephone,telephone,private dialogue,spoken
telephoneS1A-098_MAT.txt,telephone,telephone,private dialogue,spoken
telephoneS1A-099_MAT.txt,telephone,telephone,private dialogue,spoken
telephoneS1A-100_MAT.txt,telephone,telephone,private dialogue,spoken
